user_daily_id,user_id,date_id,rides_requested,rides_completed,total_spend,incentives_used
772,79,20240216,1,0,19.29,0
773,79,20240227,1,1,24.43,0
774,79,20240306,1,1,3.74,1
775,79,20240310,1,0,0.99,0
776,79,20240312,1,1,15.71,0
777,79,20240321,1,1,21.25,0
778,80,20240125,1,1,41.31,0
779,80,20240130,1,0,20.66,0
780,80,20240131,1,1,28.05,0
781,80,20240212,1,0,10.78,0
782,80,20240302,1,0,3.19,1
783,80,20240311,1,1,36.33,0
784,80,20240313,1,1,62.66,0
785,80,20240323,1,1,8.86,1
786,80,20240331,1,0,5.51,0
787,81,20240103,1,0,41.1,0
788,81,20240110,1,0,12.27,0
789,81,20240113,1,1,15.24,1
790,81,20240126,1,1,6.94,0
791,81,20240129,1,1,39.14,0
792,81,20240130,1,1,1.63,1
793,81,20240210,1,1,20.67,0
794,81,20240328,1,1,66.44,0
795,82,20240102,1,1,32.3,0
796,82,20240125,1,1,48.01,0
797,82,20240201,1,1,79.38,0
798,82,20240301,1,1,46.21,0
799,82,20240307,1,1,88.46,0
800,82,20240319,1,0,5.3,1
801,82,20240321,1,1,39.43,0
802,82,20240327,1,1,8.64,0
803,82,20240329,2,2,47.46,1
804,83,20240111,1,1,2.02,0
805,83,20240117,1,1,33.36,0
806,83,20240126,1,1,20.11,1
807,83,20240227,1,0,37.6,1
808,83,20240301,1,0,18.89,1
809,83,20240309,2,2,22.02,0
810,84,20240115,1,1,1.87,1
811,84,20240116,1,1,7.01,0
812,84,20240118,1,1,60.51,0
813,84,20240128,1,1,31.76,0
814,84,20240204,1,0,48.31,0
815,84,20240206,1,1,41.88,1
816,84,20240210,1,0,32.53,1
817,84,20240226,1,1,11.87,0
818,84,20240305,1,0,5.15,0
819,84,20240309,1,1,16.6,0
820,84,20240312,1,1,31.08,0
821,84,20240316,1,0,15.18,0
822,84,20240319,1,1,19.62,0
823,84,20240331,1,1,5.11,1
824,85,20240104,1,1,34.08,0
825,85,20240120,1,1,21.32,1
826,85,20240202,1,1,3.91,1
827,85,20240208,1,0,101.01,1
828,85,20240213,1,1,8.38,1
829,85,20240225,1,1,9.45,1
830,85,20240308,1,1,9.19,0
831,85,20240310,1,1,127.57,1
832,85,20240312,1,1,3.37,1
833,86,20240101,1,1,13.19,1
834,86,20240102,1,1,74.39,1
835,86,20240107,1,1,22.48,1
836,86,20240120,1,1,140.7,0
837,86,20240126,1,0,184.02,0
838,86,20240206,1,1,12.67,1
839,86,20240207,2,1,77.97999999999999,1
840,86,20240216,1,1,15.29,0
841,86,20240225,1,1,12.07,0
842,86,20240228,1,1,19.91,0
843,86,20240303,1,1,14.93,1
844,86,20240309,1,1,35.87,1
845,87,20240124,1,1,2.53,1
846,87,20240204,1,1,20.39,0
847,87,20240227,1,1,19.01,1
848,87,20240305,1,1,40.75,0
849,87,20240328,1,0,5.46,0
850,88,20240108,1,1,5.11,0
851,88,20240109,1,0,5.36,0
852,88,20240115,1,1,22.07,0
853,88,20240202,1,1,5.49,0
854,88,20240206,1,0,21.37,1
855,88,20240313,1,1,22.4,0
856,88,20240320,1,1,20.86,0
857,88,20240327,1,1,93.76,0
858,89,20240102,1,0,28.46,0
859,89,20240125,1,1,52.3,0
860,89,20240202,1,1,44.74,0
861,89,20240210,1,1,75.79,1
862,89,20240217,1,1,8.79,0
863,89,20240225,1,0,2.58,0
864,89,20240302,1,1,11.17,1
865,89,20240303,1,1,13.48,1
866,89,20240313,1,1,11.53,0
867,89,20240322,1,1,5.17,0
868,89,20240323,1,0,30.09,0
869,90,20240101,1,1,28.71,1
870,90,20240119,1,1,1.34,0
871,90,20240205,1,1,1.35,0
872,90,20240221,1,0,44.88,1
873,90,20240225,1,1,17.49,0
874,90,20240229,1,0,5.14,1
875,90,20240301,1,0,33.49,1
876,90,20240317,1,1,54.76,1
877,90,20240321,1,0,4.11,1
878,90,20240322,1,1,8.19,0
879,90,20240327,1,1,11.77,1
880,91,20240117,1,1,54.34,0
881,91,20240125,1,1,56.81,0
882,91,20240225,1,1,30.74,1
883,91,20240309,1,1,12.85,0
884,91,20240323,1,1,1.82,0
885,92,20240102,1,1,11.38,0
886,92,20240105,1,1,15.23,0
887,92,20240110,1,0,11.23,0
888,92,20240121,1,1,13.97,1
889,92,20240208,1,1,34.73,0
890,92,20240210,1,1,5.25,0
891,92,20240215,2,2,34.81,1
892,92,20240216,1,1,6.12,0
893,92,20240306,1,1,0.8,1
894,92,20240331,1,1,25.91,1
895,93,20240110,1,0,8.63,1
896,93,20240114,1,1,11.81,0
897,93,20240116,2,2,50.42,1
898,93,20240128,2,2,3.34,0
899,93,20240130,1,1,1.28,0
900,93,20240207,1,1,23.18,1
901,93,20240216,1,1,50.09,0
902,93,20240218,1,1,60.06,0
903,93,20240330,1,1,6.19,1
904,94,20240114,1,0,15.58,0
905,94,20240115,1,1,17.0,1
906,94,20240121,1,1,2.19,0
907,94,20240130,1,1,94.92,1
908,94,20240307,1,0,11.19,0
909,94,20240316,1,1,21.2,1
910,94,20240326,1,1,14.37,0
911,94,20240331,1,0,38.75,1
912,95,20240105,1,0,11.02,1
913,95,20240109,1,0,12.99,0
914,95,20240201,1,1,11.26,0
915,95,20240213,1,0,1.33,0
916,95,20240218,1,1,2.96,0
917,95,20240229,1,1,23.12,1
918,95,20240308,1,1,15.43,0
919,95,20240317,1,1,17.99,0
920,96,20240110,1,1,1.98,1
921,96,20240203,1,0,58.87,1
922,96,20240210,1,1,7.64,1
923,96,20240221,1,1,6.39,0
924,96,20240228,1,1,0.79,0
925,96,20240316,1,1,8.57,1
926,96,20240320,1,1,5.33,0
927,97,20240103,1,1,1.01,0
928,97,20240109,1,1,7.79,0
929,97,20240115,1,1,0.24,1
930,97,20240119,1,1,29.16,0
931,97,20240120,1,0,11.69,0
932,97,20240126,1,1,31.19,0
933,97,20240127,1,1,42.66,1
934,97,20240314,1,1,2.13,0
935,97,20240327,1,1,64.3,0
936,98,20240112,1,0,26.65,0
937,98,20240114,1,1,79.9,0
938,98,20240116,1,1,5.91,1
939,98,20240125,1,1,56.83,0
940,98,20240126,1,1,70.44,0
941,98,20240205,1,0,29.35,0
942,98,20240213,1,1,4.72,0
943,98,20240219,1,1,14.02,0
944,98,20240311,1,0,1.54,1
945,98,20240313,1,1,9.59,0
946,98,20240314,1,1,3.07,0
947,98,20240317,1,1,5.88,0
948,98,20240330,1,1,50.95,1
949,99,20240106,1,0,2.24,1
950,99,20240115,1,1,19.66,0
951,99,20240125,1,1,61.43,1
952,99,20240205,1,0,109.23,0
953,99,20240217,1,1,30.66,0
954,99,20240218,1,1,13.87,0
955,99,20240227,1,1,43.95,0
956,99,20240305,1,1,29.52,1
957,100,20240112,1,0,19.04,0
958,100,20240119,1,1,15.54,1
959,100,20240128,1,1,79.85,0
960,100,20240207,1,0,101.29,1
961,100,20240208,1,1,60.77,0
962,100,20240226,1,1,17.24,0
963,100,20240304,1,0,7.09,0
964,100,20240308,1,0,13.01,0
965,100,20240315,1,1,32.81,0
966,101,20240114,1,1,25.18,0
967,101,20240118,1,1,44.11,1
968,101,20240208,1,1,13.04,0
969,101,20240219,1,0,31.49,1
970,101,20240225,1,0,0.44,1
971,101,20240309,1,0,1.44,0
972,101,20240318,1,1,6.18,0
973,101,20240322,1,1,9.8,0
974,102,20240114,1,1,46.02,1
975,102,20240117,1,1,38.44,1
976,102,20240124,1,1,8.92,0
977,102,20240127,1,1,29.28,0
978,102,20240208,1,0,6.13,1
979,102,20240216,1,1,18.75,0
980,102,20240219,1,0,35.29,0
981,102,20240226,1,1,39.38,1
982,102,20240313,1,0,4.5,0
983,102,20240329,1,1,0.85,0
984,103,20240116,1,1,89.34,0
985,103,20240117,1,1,10.3,1
986,103,20240126,1,1,53.53,0
987,103,20240217,1,1,42.77,0
988,103,20240307,1,1,27.99,0
989,103,20240314,1,1,7.47,1
990,103,20240318,1,0,33.64,0
991,103,20240330,1,1,0.1,0
992,104,20240110,1,0,31.63,1
993,104,20240111,1,0,16.39,1
994,104,20240113,1,1,66.3,1
995,104,20240119,1,1,18.47,0
996,104,20240124,1,1,7.5,1
997,104,20240125,1,1,5.51,1
998,104,20240202,1,1,42.63,0
999,104,20240208,1,0,20.44,0
1000,104,20240309,1,0,88.02,1
1001,104,20240315,1,1,17.91,1
1002,104,20240318,1,1,23.56,0
1003,104,20240322,1,1,14.54,0
1004,104,20240323,1,1,56.01,0
1005,105,20240108,1,1,38.3,0
1006,105,20240120,1,0,32.98,0
1007,105,20240124,2,2,86.38,0
1008,105,20240205,1,1,5.89,0
1009,105,20240212,1,0,3.96,1
1010,105,20240217,1,0,9.81,1
1011,105,20240223,1,1,18.36,0
1012,105,20240228,1,1,19.58,0
1013,105,20240315,1,1,53.12,0
1014,106,20240112,1,1,14.97,1
1015,106,20240114,1,0,25.17,1
1016,106,20240125,1,1,4.59,0
1017,106,20240201,1,1,1.47,0
1018,106,20240208,1,1,21.97,0
1019,106,20240209,1,1,2.81,0
1020,106,20240212,1,1,15.64,0
1021,106,20240315,1,1,35.88,1
1022,107,20240116,1,1,2.41,0
1023,107,20240118,1,0,44.01,1
1024,107,20240121,1,1,26.7,0
1025,107,20240222,1,0,4.97,0
1026,107,20240223,1,0,51.48,0
1027,107,20240229,1,1,0.66,0
1028,107,20240304,1,1,5.2,0
1029,107,20240311,1,1,15.33,1
1030,107,20240324,1,1,1.22,1
1031,108,20240113,1,0,31.12,0
1032,108,20240123,1,1,6.0,0
1033,108,20240127,1,1,51.5,0
1034,108,20240225,1,1,81.44,1
1035,108,20240226,1,1,31.15,1
1036,108,20240229,1,1,36.22,1
1037,108,20240301,1,1,10.04,0
1038,108,20240303,1,1,51.19,0
1039,108,20240307,1,1,41.73,0
1040,108,20240316,1,1,10.02,0
1041,108,20240325,1,1,40.84,1
1042,108,20240326,1,0,9.89,1
1043,108,20240327,1,1,121.66,1
1044,109,20240101,1,1,5.03,0
1045,109,20240104,1,1,3.4,1
1046,109,20240105,1,1,43.32,0
1047,109,20240106,2,2,51.22,0
1048,109,20240117,1,1,12.98,1
1049,109,20240204,1,1,40.49,1
1050,109,20240206,1,1,23.1,0
1051,109,20240207,1,1,7.58,0
1052,109,20240222,1,0,2.87,1
1053,109,20240324,1,1,14.9,0
1054,109,20240325,1,1,52.89,0
1055,109,20240328,1,1,55.18,0
1056,110,20240104,1,1,8.42,0
1057,110,20240306,1,1,1.65,1
1058,110,20240311,1,1,48.22,0
1059,110,20240312,1,0,4.93,1
1060,110,20240319,1,1,0.9,0
1061,110,20240328,1,0,0.04,1
1062,111,20240106,1,1,6.84,1
1063,111,20240114,1,1,29.15,0
1064,111,20240128,2,2,51.21,1
1065,111,20240217,1,1,22.85,0
1066,111,20240223,1,1,7.66,0
1067,111,20240228,1,1,62.85,1
1068,111,20240229,1,1,40.95,0
1069,111,20240310,1,1,18.48,0
1070,111,20240313,1,1,1.65,0
1071,111,20240321,1,1,18.71,0
1072,111,20240323,1,0,6.4,0
1073,111,20240330,1,1,88.84,1
1074,112,20240110,1,1,109.22,1
1075,112,20240218,2,2,48.17,2
1076,112,20240311,1,0,37.48,0
1077,113,20240106,1,1,33.03,0
1078,113,20240115,1,1,36.96,1
1079,113,20240120,1,1,8.2,1
1080,113,20240129,2,2,32.92,2
1081,113,20240205,1,1,37.87,0
1082,113,20240207,1,0,104.61,0
1083,113,20240310,1,1,27.09,1
1084,113,20240329,1,1,32.11,0
1085,113,20240330,1,1,43.59,0
1086,114,20240110,1,1,4.83,0
1087,114,20240122,1,1,18.13,1
1088,114,20240123,1,1,7.41,1
1089,114,20240127,1,1,26.04,1
1090,114,20240131,2,0,76.35000000000001,0
1091,114,20240203,1,0,16.53,1
1092,114,20240302,1,1,9.51,0
1093,115,20240102,1,1,27.23,1
1094,115,20240117,1,1,10.45,0
1095,115,20240120,1,1,88.44,0
1096,115,20240124,1,1,1.91,0
1097,115,20240129,1,1,27.66,0
1098,115,20240131,2,2,46.95,1
1099,115,20240207,1,1,12.35,0
1100,115,20240211,1,0,16.21,1
1101,115,20240215,1,0,6.2,1
1102,115,20240308,1,0,69.55,0
1103,115,20240324,1,1,51.72,0
1104,115,20240331,1,1,7.29,0
1105,116,20240119,1,1,38.72,0
1106,116,20240216,1,1,3.53,0
1107,116,20240301,1,0,39.12,1
1108,116,20240308,1,0,35.51,0
1109,117,20240109,1,1,8.0,0
1110,117,20240112,1,1,1.61,0
1111,117,20240116,1,1,3.66,0
1112,117,20240127,1,1,64.87,0
1113,117,20240128,1,1,34.85,1
1114,117,20240207,2,2,1.02,1
1115,117,20240219,1,0,27.3,0
1116,117,20240223,1,1,23.16,1
1117,117,20240224,1,1,11.74,1
1118,117,20240226,1,0,11.61,0
1119,117,20240303,1,1,24.72,1
1120,117,20240314,1,1,101.31,0
1121,117,20240316,1,1,4.31,0
1122,118,20240109,1,1,14.69,0
1123,118,20240115,1,1,27.42,0
1124,118,20240120,1,1,10.84,0
1125,118,20240121,1,1,9.13,0
1126,118,20240126,1,1,3.66,0
1127,118,20240204,1,1,98.16,1
1128,118,20240212,1,1,80.57,0
1129,118,20240213,1,1,24.69,1
1130,118,20240218,1,1,7.69,0
1131,118,20240222,1,1,35.88,0
1132,118,20240304,1,0,18.06,0
1133,118,20240309,1,1,3.85,1
1134,118,20240311,2,2,43.44,1
1135,118,20240314,2,2,13.16,1
1136,118,20240322,1,1,120.23,0
1137,119,20240109,1,0,8.35,0
1138,119,20240117,1,1,88.99,1
1139,119,20240119,1,0,7.16,1
1140,119,20240131,1,1,10.44,0
1141,119,20240205,1,1,1.97,1
1142,119,20240227,1,1,35.43,1
1143,119,20240228,1,1,28.96,0
1144,119,20240301,1,1,7.07,1
1145,119,20240310,1,1,4.39,1
1146,119,20240316,1,1,70.2,0
1147,119,20240320,1,1,1.79,0
1148,119,20240327,1,1,28.03,1
1149,120,20240110,1,1,15.37,0
1150,120,20240122,2,2,32.59,1
1151,120,20240129,1,1,22.44,0
1152,120,20240130,1,1,41.62,0
1153,120,20240206,1,1,3.76,1
1154,120,20240210,1,1,14.88,0
1155,120,20240215,1,1,8.54,0
1156,120,20240310,1,1,12.69,0
1157,120,20240318,1,1,0.71,0
1158,120,20240324,1,1,8.13,0
1159,121,20240110,1,1,85.81,0
1160,121,20240119,1,1,12.18,0
1161,121,20240122,1,1,2.04,0
1162,121,20240131,1,0,23.76,0
1163,121,20240203,1,0,7.89,0
1164,121,20240215,1,1,2.77,0
1165,121,20240318,1,1,24.8,1
1166,121,20240319,1,1,4.18,0
1167,121,20240331,1,1,22.31,0
1168,122,20240101,1,1,2.62,0
1169,122,20240121,2,2,22.439999999999998,0
1170,122,20240122,1,1,31.26,1
1171,122,20240208,1,1,20.01,0
1172,122,20240216,1,1,48.6,1
1173,122,20240218,1,1,4.24,1
1174,122,20240221,1,1,21.85,0
1175,122,20240306,1,1,0.17,1
1176,122,20240309,1,1,82.92,0
1177,122,20240310,1,1,12.37,1
1178,122,20240319,1,1,27.1,1
1179,123,20240102,1,1,34.57,1
1180,123,20240108,1,1,18.84,1
1181,123,20240115,1,1,43.73,1
1182,123,20240130,1,1,47.86,0
1183,123,20240211,1,1,20.25,1
1184,123,20240212,1,0,63.73,1
1185,123,20240224,1,1,16.14,0
1186,123,20240225,1,1,56.44,1
1187,123,20240226,1,1,19.97,0
1188,123,20240303,1,1,3.45,0
1189,123,20240311,1,1,31.16,0
1190,123,20240328,1,1,13.04,0
1191,123,20240331,1,1,20.52,1
1192,124,20240115,1,0,3.39,0
1193,124,20240203,1,0,8.66,1
1194,124,20240212,1,1,5.12,1
1195,124,20240220,1,1,35.44,0
1196,124,20240305,1,1,2.04,0
1197,124,20240313,1,1,153.69,0
1198,125,20240111,1,1,11.48,0
1199,125,20240120,1,1,26.68,0
1200,125,20240125,1,1,2.71,1
1201,125,20240203,1,1,3.3,1
1202,125,20240204,1,1,13.74,1
1203,125,20240213,1,1,2.04,0
1204,125,20240217,1,1,29.05,0
1205,125,20240302,2,2,72.27000000000001,1
1206,125,20240313,1,1,93.49,0
1207,125,20240320,1,1,23.53,0
1208,126,20240102,1,1,20.26,0
1209,126,20240117,1,1,7.68,1
1210,126,20240122,1,1,71.12,0
1211,126,20240129,1,1,3.34,1
1212,126,20240206,1,1,20.7,0
1213,126,20240210,1,1,1.66,1
1214,126,20240216,1,1,27.41,0
1215,126,20240226,1,0,40.92,0
1216,126,20240315,1,0,57.44,0
1217,126,20240319,1,1,48.06,1
1218,126,20240322,1,0,1.65,0
1219,127,20240111,1,0,20.02,0
1220,127,20240210,1,0,56.59,1
1221,127,20240217,1,1,17.35,0
1222,127,20240312,1,1,1.33,1
1223,127,20240317,1,1,1.53,1
1224,127,20240331,1,0,78.23,1
1225,128,20240113,1,0,8.58,0
1226,128,20240127,1,1,28.53,1
1227,128,20240208,1,1,16.16,0
1228,128,20240212,1,1,0.35,1
1229,128,20240216,1,1,17.44,0
1230,129,20240103,1,1,23.2,1
1231,129,20240123,1,1,8.57,1
1232,129,20240206,1,1,26.52,1
1233,129,20240226,1,1,9.17,0
1234,129,20240310,1,1,7.36,1
1235,129,20240312,1,1,0.52,1
1236,129,20240319,1,0,17.26,0
1237,130,20240112,1,0,11.36,1
1238,130,20240118,1,1,13.96,0
1239,130,20240127,1,1,59.91,0
1240,130,20240130,1,1,0.62,0
1241,130,20240202,2,1,10.969999999999999,1
1242,130,20240208,1,1,31.96,0
1243,130,20240318,1,1,29.07,0
1244,130,20240320,1,0,17.49,0
1245,130,20240325,1,0,93.46,1
1246,130,20240326,2,1,77.85,1
1247,130,20240329,1,1,80.14,0
1248,131,20240112,1,1,83.03,1
1249,131,20240120,1,1,16.86,0
1250,131,20240206,1,1,28.38,1
1251,131,20240210,1,1,2.29,0
1252,131,20240227,2,2,7.7700000000000005,1
1253,131,20240309,1,1,43.2,0
1254,131,20240310,1,0,9.67,1
1255,131,20240313,2,1,7.09,0
1256,131,20240317,1,1,47.66,0
1257,132,20240109,1,1,5.48,0
1258,132,20240117,1,1,10.61,0
1259,132,20240119,1,1,52.79,1
1260,132,20240218,1,0,51.61,0
1261,132,20240225,1,1,25.71,0
1262,132,20240317,1,1,3.09,0
1263,132,20240325,2,2,21.76,0
1264,132,20240331,1,1,35.6,1
1265,133,20240106,1,0,21.42,0
1266,133,20240107,1,1,29.55,1
1267,133,20240108,1,1,63.79,0
1268,133,20240109,1,0,21.59,0
1269,133,20240115,1,1,0.87,0
1270,133,20240119,1,0,5.95,1
1271,133,20240129,1,1,1.81,0
1272,133,20240208,1,1,20.37,0
1273,133,20240220,1,1,8.34,0
1274,133,20240226,1,0,25.07,1
1275,133,20240304,1,0,4.88,0
1276,133,20240314,1,1,48.24,0
1277,134,20240111,1,0,10.52,1
1278,134,20240118,1,1,17.35,0
1279,134,20240122,1,0,18.15,0
1280,134,20240124,1,1,1.96,1
1281,134,20240131,1,1,4.47,1
1282,134,20240218,1,0,19.41,1
1283,134,20240220,1,1,27.98,0
1284,134,20240221,1,1,12.0,0
1285,134,20240314,1,1,6.89,1
1286,134,20240315,1,1,17.46,1
1287,134,20240321,1,1,79.5,1
1288,134,20240328,1,0,3.05,0
1289,135,20240102,1,1,15.8,0
1290,135,20240124,1,1,11.68,1
1291,135,20240312,1,1,0.48,0
1292,135,20240321,1,1,12.36,0
1293,135,20240322,1,1,58.46,1
1294,136,20240102,1,1,13.69,1
1295,136,20240110,1,1,3.02,1
1296,136,20240115,1,0,91.19,0
1297,136,20240130,1,1,126.93,0
1298,136,20240203,1,1,15.07,1
1299,136,20240214,1,1,1.89,1
1300,136,20240215,1,1,48.51,1
1301,136,20240220,1,0,74.6,0
1302,136,20240221,1,1,37.23,0
1303,136,20240224,1,1,1.14,1
1304,137,20240107,1,0,17.67,1
1305,137,20240110,1,1,13.98,0
1306,137,20240113,1,1,3.72,0
1307,137,20240218,1,1,49.07,1
1308,137,20240225,1,0,61.0,0
1309,137,20240227,1,0,3.6,0
1310,137,20240228,1,1,2.36,1
1311,137,20240320,1,0,20.52,1
1312,137,20240324,1,1,3.01,1
1313,138,20240226,1,0,38.61,0
1314,138,20240308,1,1,1.86,0
1315,138,20240311,1,1,38.96,0
1316,138,20240317,1,1,4.41,0
1317,138,20240320,1,1,80.8,0
1318,138,20240326,1,0,38.52,0
1319,138,20240331,1,1,17.98,0
1320,139,20240229,1,1,67.2,0
1321,139,20240305,1,1,1.28,1
1322,139,20240314,1,0,0.18,0
1323,139,20240318,1,1,58.0,0
1324,139,20240319,1,1,24.85,1
1325,140,20240103,1,1,9.03,0
1326,140,20240110,1,0,28.39,0
1327,140,20240118,1,1,7.78,0
1328,140,20240202,1,0,36.67,0
1329,140,20240215,1,0,0.59,0
1330,140,20240227,1,1,45.33,0
1331,140,20240328,1,1,23.63,0
1332,141,20240105,1,1,36.93,1
1333,141,20240109,1,1,24.57,0
1334,141,20240206,1,0,29.32,0
1335,141,20240209,1,0,5.44,1
1336,141,20240212,1,1,58.52,1
1337,141,20240224,1,1,39.02,0
1338,141,20240228,1,1,27.27,1
1339,141,20240310,1,1,4.42,0
1340,141,20240314,1,1,25.89,1
1341,141,20240317,1,1,23.92,0
1342,141,20240319,2,2,32.69,2
1343,141,20240321,1,1,26.67,1
1344,141,20240325,1,1,32.23,0
1345,141,20240329,1,1,33.96,1
1346,142,20240111,1,1,0.72,0
1347,142,20240124,1,0,7.66,0
1348,142,20240208,1,1,34.61,0
1349,142,20240212,1,1,1.11,0
1350,142,20240229,1,0,71.44,1
1351,142,20240318,1,1,42.58,1
1352,142,20240328,1,0,44.58,0
1353,142,20240330,1,1,10.69,0
1354,143,20240102,1,1,5.52,1
1355,143,20240105,1,1,18.4,0
1356,143,20240108,1,1,74.81,0
1357,143,20240117,1,1,35.8,1
1358,143,20240119,1,1,28.89,0
1359,143,20240205,1,1,46.96,0
1360,143,20240206,1,1,41.8,0
1361,143,20240212,1,0,50.77,1
1362,143,20240227,1,1,74.88,1
1363,143,20240303,1,1,8.44,0
1364,143,20240317,1,1,26.21,1
1365,143,20240320,1,1,11.49,0
1366,143,20240330,1,1,45.31,0
1367,144,20240108,1,1,22.51,1
1368,144,20240110,1,1,56.08,1
1369,144,20240120,1,1,6.0,1
1370,144,20240121,1,1,30.92,1
1371,144,20240210,1,1,31.32,0
1372,144,20240227,1,1,20.17,1
1373,144,20240228,1,1,3.96,0
1374,144,20240229,1,1,30.24,1
1375,144,20240305,1,0,21.77,0
1376,144,20240314,1,1,17.37,0
1377,145,20240102,1,1,15.73,0
1378,145,20240113,2,2,85.30000000000001,2
1379,145,20240115,1,0,7.01,1
1380,145,20240121,1,1,61.44,0
1381,145,20240123,1,1,14.4,0
1382,145,20240124,1,1,19.9,1
1383,145,20240128,1,1,9.42,0
1384,145,20240202,1,0,277.94,0
1385,145,20240215,1,1,14.04,1
1386,145,20240217,1,1,9.58,1
1387,145,20240220,1,0,1.45,0
1388,145,20240310,1,1,15.91,0
1389,145,20240322,1,0,8.41,1
1390,145,20240324,1,1,0.58,0
1391,145,20240325,1,1,22.55,1
1392,145,20240328,1,1,37.96,0
1393,146,20240102,1,1,25.99,0
1394,146,20240112,1,1,12.94,0
1395,146,20240118,1,1,0.62,1
1396,146,20240123,1,1,43.58,0
1397,146,20240206,1,1,27.34,0
1398,146,20240213,1,0,39.09,0
1399,146,20240217,3,3,129.34,3
1400,146,20240227,1,0,12.12,0
1401,146,20240316,1,1,55.29,1
1402,146,20240319,1,1,5.95,1
1403,146,20240324,1,1,10.08,1
1404,147,20240104,1,1,24.07,1
1405,147,20240116,1,1,41.7,0
1406,147,20240118,1,0,27.07,1
1407,147,20240123,1,1,62.95,0
1408,147,20240130,1,1,3.42,1
1409,147,20240203,1,1,50.35,1
1410,147,20240207,1,0,44.96,0
1411,147,20240212,1,1,13.65,0
1412,147,20240224,1,1,5.86,1
1413,147,20240307,1,1,9.89,0
1414,147,20240315,1,1,23.2,0
1415,148,20240109,1,0,10.53,1
1416,148,20240110,1,1,39.53,1
1417,148,20240130,1,0,7.03,1
1418,148,20240203,2,1,21.58,0
1419,148,20240204,1,0,22.74,1
1420,148,20240206,1,1,27.49,0
1421,148,20240216,1,1,18.87,1
1422,148,20240306,2,2,42.230000000000004,0
1423,148,20240322,1,1,7.43,0
1424,149,20240101,1,1,14.06,0
1425,149,20240107,1,1,50.09,1
1426,149,20240120,1,0,20.82,1
1427,149,20240204,1,1,43.41,0
1428,149,20240205,1,0,6.22,0
1429,149,20240207,1,1,25.0,1
1430,149,20240226,1,1,10.89,0
1431,149,20240303,1,1,10.09,0
1432,149,20240311,1,1,9.54,1
1433,149,20240318,1,1,57.39,0
1434,149,20240329,1,1,0.06,0
1435,150,20240113,1,1,49.47,0
1436,150,20240120,1,0,25.56,0
1437,150,20240125,1,1,61.75,1
1438,150,20240131,1,1,9.1,0
1439,150,20240213,1,0,19.24,1
1440,150,20240227,1,1,14.08,1
1441,150,20240229,1,0,1.18,0
1442,150,20240305,1,1,16.07,0
1443,150,20240310,1,0,17.77,1
1444,150,20240311,1,1,19.49,1
1445,150,20240315,1,1,44.67,0
1446,150,20240322,1,1,51.77,1
1447,151,20240107,1,1,6.55,1
1448,151,20240110,1,1,17.4,0
1449,151,20240112,1,1,4.15,0
1450,151,20240127,2,2,51.3,1
1451,151,20240128,1,1,8.0,1
1452,151,20240130,1,0,75.21,0
1453,151,20240202,1,1,7.22,0
1454,151,20240203,1,1,34.28,1
1455,151,20240222,1,1,48.59,0
1456,151,20240223,1,1,9.48,0
1457,151,20240226,1,1,5.3,0
1458,151,20240228,1,0,13.45,0
1459,151,20240310,1,0,21.43,1
1460,152,20240109,1,1,6.37,0
1461,152,20240121,1,0,37.79,1
1462,152,20240204,1,1,85.87,0
1463,152,20240209,1,0,31.09,0
1464,152,20240219,1,0,13.25,0
1465,152,20240222,1,1,0.03,0
1466,152,20240319,2,2,37.34,1
1467,152,20240325,1,0,0.44,0
1468,152,20240331,1,1,14.73,0
1469,153,20240112,1,1,10.21,0
1470,153,20240120,1,1,93.88,1
1471,153,20240121,1,1,0.38,0
1472,153,20240128,1,1,0.5,1
1473,153,20240205,1,1,20.4,0
1474,153,20240213,1,1,26.81,0
1475,153,20240214,1,1,58.71,1
1476,153,20240229,1,1,79.1,0
1477,153,20240310,1,1,4.57,0
1478,153,20240317,1,1,94.01,1
1479,153,20240319,1,0,1.07,0
1480,153,20240321,1,1,25.83,1
1481,154,20240101,1,1,0.07,0
1482,154,20240107,1,1,37.82,1
1483,154,20240114,1,1,23.5,0
1484,154,20240119,1,0,44.85,1
1485,154,20240123,1,1,62.82,0
1486,154,20240126,1,1,41.17,0
1487,154,20240205,1,1,9.69,0
1488,154,20240219,1,1,3.75,1
1489,154,20240221,1,1,113.42,1
1490,154,20240223,1,1,4.91,1
1491,154,20240301,1,1,45.39,0
1492,154,20240304,1,1,26.31,0
1493,154,20240310,1,0,13.58,0
1494,154,20240317,1,1,63.09,0
1495,154,20240330,1,1,71.88,0
1496,155,20240101,2,2,35.0,2
1497,155,20240116,1,1,18.48,0
1498,155,20240122,1,1,7.25,0
1499,155,20240130,1,1,6.87,1
1500,155,20240204,1,1,22.08,0
1501,155,20240224,1,0,15.12,0
1502,155,20240328,1,1,14.52,0
1503,156,20240103,1,1,41.23,0
1504,156,20240107,1,1,59.24,1
1505,156,20240211,1,1,11.49,1
1506,156,20240217,1,1,40.04,0
1507,156,20240221,1,0,13.59,0
1508,156,20240308,1,1,57.12,1
1509,156,20240325,1,1,46.99,0
1510,157,20240102,1,1,5.82,1
1511,157,20240131,1,0,94.35,0
1512,157,20240208,1,1,120.3,0
1513,157,20240215,2,2,43.33,2
1514,157,20240224,1,1,108.06,1
1515,157,20240229,1,1,97.29,1
1516,157,20240313,1,1,24.14,0
