driver_daily_id,driver_id,date_id,trips_completed,hours_active,earnings,incentives_earned
627,21,20240119,1,0.37,65.36,7.36
628,21,20240120,0,0.0,2.35,4.97
629,21,20240122,1,0.3,13.18,3.46
630,21,20240124,3,1.43,47.17,6.01
631,21,20240125,2,0.92,14.59,7.86
632,21,20240127,1,0.42,64.87,0.0
633,21,20240128,1,0.57,8.0,1.58
634,21,20240129,2,0.81,38.7,0.0
635,21,20240206,2,0.98,89.19,4.84
636,21,20240207,1,0.31,7.58,0.0
637,21,20240208,1,0.51,14.61,0.0
638,21,20240212,0,0.0,60.92,0.0
639,21,20240213,1,0.56,13.55,0.0
640,21,20240215,1,0.48,7.7,4.16
641,21,20240217,1,0.5,2.9,4.14
642,21,20240218,1,0.34,7.69,0.0
643,21,20240221,1,0.56,12.0,0.0
644,21,20240223,1,0.36,86.54,0.0
645,21,20240225,1,0.49,9.45,2.02
646,21,20240226,2,0.86,50.61,0.0
647,21,20240229,0,0.0,1.18,0.0
648,21,20240303,1,0.31,11.3,0.0
649,21,20240304,1,0.48,29.91,0.0
650,21,20240305,2,0.89,20.21,3.9
651,21,20240308,1,0.4,21.66,0.0
652,21,20240311,1,0.47,7.49,0.0
653,21,20240312,0,0.0,9.07,0.0
654,21,20240314,2,1.03,50.370000000000005,0.0
655,21,20240316,2,0.62,16.009999999999998,1.68
656,21,20240317,1,0.56,4.41,0.0
657,21,20240318,2,1.0,14.0,0.0
658,21,20240319,1,0.31,35.57,2.2
659,21,20240324,1,0.5,10.38,0.0
660,21,20240328,1,0.45,12.87,4.81
661,21,20240329,1,0.39,0.06,0.0
662,21,20240330,1,0.54,88.84,2.44
663,22,20240102,1,0.56,27.23,3.32
664,22,20240104,1,0.59,3.4,1.3
665,22,20240106,1,0.56,36.36,0.0
666,22,20240109,1,0.42,23.76,1.65
667,22,20240111,1,0.39,17.11,1.74
668,22,20240113,0,0.0,0.94,1.67
669,22,20240117,1,0.5,4.32,0.0
670,22,20240119,2,0.8,34.72,1.78
671,22,20240122,0,0.0,1.13,0.0
672,22,20240123,1,0.58,7.41,4.36
673,22,20240127,1,0.31,16.06,0.0
674,22,20240201,0,0.0,1.39,1.13
675,22,20240202,1,0.43,16.08,0.0
676,22,20240203,0,0.0,8.66,4.99
677,22,20240204,1,0.39,16.06,0.0
678,22,20240206,2,0.84,34.9,3.34
679,22,20240209,2,1.05,34.81,2.39
680,22,20240212,2,0.64,11.68,7.16
681,22,20240213,1,0.33,10.42,4.45
682,22,20240220,1,0.42,13.86,0.0
683,22,20240221,0,0.0,44.88,3.22
684,22,20240223,1,0.31,39.49,0.0
685,22,20240224,2,0.8,32.72,6.57
686,22,20240302,1,0.37,117.69,1.18
687,22,20240304,0,0.0,18.06,0.0
688,22,20240305,1,0.41,20.59,3.24
689,22,20240306,1,0.38,15.19,0.0
690,22,20240311,1,0.32,0.47,0.0
691,22,20240313,2,0.7,115.64999999999999,4.13
692,22,20240319,2,0.97,105.71,0.0
693,22,20240321,1,0.48,21.25,0.0
694,22,20240324,1,0.51,14.9,0.0
695,22,20240325,1,0.32,0.23,0.0
696,22,20240326,1,0.3,16.48,4.54
697,22,20240327,1,0.49,121.66,2.31
698,22,20240330,1,0.35,12.4,3.94
699,23,20240105,1,0.52,20.2,0.0
700,23,20240106,2,0.95,9.52,8.09
701,23,20240107,1,0.38,1.85,0.0
702,23,20240111,1,0.43,140.08,0.0
703,23,20240113,1,0.43,9.42,3.06
704,23,20240115,0,0.0,3.39,0.0
705,23,20240117,1,0.56,13.04,0.0
706,23,20240118,1,0.3,0.26,0.0
707,23,20240119,1,0.37,52.79,1.67
708,23,20240125,2,0.72,62.29,6.99
709,23,20240130,2,1.15,26.29,1.88
710,23,20240201,1,0.54,0.32,0.0
711,23,20240202,1,0.54,6.39,0.0
712,23,20240203,1,0.55,0.98,4.29
713,23,20240209,1,0.35,17.28,1.01
714,23,20240210,1,0.56,15.52,0.0
715,23,20240218,1,0.42,19.06,3.86
716,23,20240223,1,0.38,38.84,0.0
717,23,20240224,1,0.35,39.02,0.0
718,23,20240225,1,0.38,10.98,0.0
719,23,20240228,1,0.46,3.96,0.0
720,23,20240301,0,0.0,33.49,1.01
721,23,20240303,2,1.01,16.84,4.47
722,23,20240306,1,0.3,0.8,3.31
723,23,20240308,1,0.44,15.43,0.0
724,23,20240311,1,0.42,23.94,4.48
725,23,20240313,2,0.71,109.61,0.0
726,23,20240314,1,0.55,24.8,0.0
727,23,20240315,1,0.38,35.88,3.81
728,23,20240318,1,0.41,6.18,0.0
729,23,20240319,1,0.45,27.1,4.65
730,23,20240324,1,0.36,35.62,0.0
731,23,20240327,1,0.49,15.34,0.0
732,23,20240329,1,0.34,3.24,2.22
733,24,20240104,0,0.0,9.88,0.0
734,24,20240105,0,0.0,13.04,4.16
735,24,20240106,1,0.6,44.58,0.0
736,24,20240111,2,0.88,38.04,0.0
737,24,20240113,1,0.32,7.59,4.33
738,24,20240115,2,0.99,69.94,2.67
739,24,20240117,1,0.48,23.56,3.12
740,24,20240119,0,0.0,38.31,4.88
741,24,20240120,1,0.31,8.51,0.0
742,24,20240121,1,0.34,23.33,4.14
743,24,20240126,1,0.45,57.09,0.0
744,24,20240129,1,0.37,27.66,0.0
745,24,20240131,2,0.97,60.35,3.54
746,24,20240208,2,1.11,18.54,1.42
747,24,20240210,1,0.44,5.25,0.0
748,24,20240211,1,0.33,2.57,0.0
749,24,20240214,1,0.55,1.07,0.0
750,24,20240217,1,0.31,45.4,4.63
751,24,20240218,1,0.42,102.89,0.0
752,24,20240220,1,0.41,21.34,0.0
753,24,20240221,1,0.49,18.21,0.0
754,24,20240222,0,0.0,2.87,4.96
755,24,20240227,1,0.33,21.14,4.6
756,24,20240228,1,0.44,2.36,3.45
757,24,20240301,1,0.35,80.24,0.0
758,24,20240303,1,0.51,26.95,0.0
759,24,20240307,0,0.0,5.49,0.0
760,24,20240310,0,0.0,81.08,0.0
761,24,20240311,1,0.51,9.54,3.5
762,24,20240317,1,0.46,0.69,3.47
763,24,20240318,1,0.55,29.07,0.0
764,24,20240322,1,0.57,39.699999999999996,2.82
765,24,20240323,0,0.0,8.78,0.0
766,24,20240324,1,0.31,16.86,1.15
767,25,20240101,1,0.33,4.34,3.63
768,25,20240102,1,0.46,15.8,0.0
769,25,20240103,1,0.45,9.03,0.0
770,25,20240106,1,0.3,113.31,1.71
771,25,20240110,1,0.33,25.94,0.0
772,25,20240111,1,0.47,78.06,2.8
773,25,20240112,1,0.4,14.97,1.97
774,25,20240113,1,0.41,91.62,3.5999999999999996
775,25,20240116,1,0.52,23.49,0.0
776,25,20240119,1,0.56,1.34,0.0
777,25,20240123,1,0.5,5.88,0.0
778,25,20240125,1,0.51,56.81,0.0
779,25,20240126,1,0.5,20.11,4.39
780,25,20240128,1,0.46,31.76,0.0
781,25,20240130,1,0.33,1.42,0.0
782,25,20240203,1,0.43,15.07,2.35
783,25,20240205,1,0.44,5.89,0.0
784,25,20240208,1,0.49,16.16,0.0
785,25,20240210,1,0.57,7.91,0.0
786,25,20240212,1,0.39,58.52,3.21
787,25,20240214,1,0.34,15.87,0.0
788,25,20240221,1,0.34,67.3,0.0
789,25,20240223,0,0.0,15.02,4.95
790,25,20240225,0,0.0,29.0,4.54
791,25,20240226,1,0.38,31.15,1.47
792,25,20240228,1,0.46,24.53,1.23
793,25,20240303,0,0.0,4.32,2.85
794,25,20240304,0,0.0,22.07,0.0
795,25,20240307,1,0.35,45.2,0.0
796,25,20240311,1,0.45,16.13,0.0
797,25,20240312,1,0.58,24.68,2.39
798,25,20240316,1,0.44,70.2,0.0
799,25,20240318,1,0.37,42.58,2.12
800,25,20240326,0,0.0,1.04,0.0
801,25,20240328,1,0.35,32.19,0.0
802,26,20240103,0,0.0,41.1,0.0
803,26,20240104,1,0.53,23.77,4.35
804,26,20240106,1,0.45,123.52,2.28
805,26,20240111,2,0.7,52.01,0.0
806,26,20240114,1,0.33,23.5,0.0
807,26,20240115,1,0.33,22.07,0.0
808,26,20240119,1,0.51,29.16,0.0
809,26,20240121,1,0.3,68.71000000000001,6.46
810,26,20240122,1,0.59,99.72,1.53
811,26,20240124,1,0.38,37.06,0.0
812,26,20240126,2,1.08,54.39,0.0
813,26,20240127,1,0.52,26.04,1.28
814,26,20240128,1,0.39,14.97,0.0
815,26,20240205,1,0.34,1.35,0.0
816,26,20240209,1,0.36,53.14,4.19
817,26,20240213,1,0.45,11.56,0.0
818,26,20240221,1,0.44,113.42,1.55
819,26,20240223,1,0.32,20.9,3.34
820,26,20240228,2,0.95,23.14,4.91
821,26,20240301,2,1.19,24.82,4.63
822,26,20240302,1,0.39,9.11,0.0
823,26,20240303,0,0.0,10.91,0.0
824,26,20240304,1,0.48,2.32,4.06
825,26,20240305,1,0.36,2.04,0.0
826,26,20240306,1,0.49,24.18,0.0
827,26,20240307,1,0.5,9.89,0.0
828,26,20240308,1,0.45,70.0,3.91
829,26,20240309,0,0.0,88.02,2.71
830,26,20240312,1,0.37,18.52,0.0
831,26,20240316,1,0.56,20.58,2.65
832,26,20240317,0,0.0,21.96,3.37
833,26,20240323,0,0.0,6.4,0.0
834,26,20240330,1,0.47,43.59,0.0
835,27,20240103,1,0.58,4.26,0.0
836,27,20240105,1,0.57,7.71,0.0
837,27,20240108,1,0.37,59.83,0.0
838,27,20240109,1,0.45,24.57,0.0
839,27,20240110,1,0.4,4.83,0.0
840,27,20240111,1,0.39,1.31,4.13
841,27,20240112,1,0.43,1.61,0.0
842,27,20240114,2,0.67,9.72,4.49
843,27,20240115,1,0.58,0.24,4.86
844,27,20240116,1,0.35,35.06,2.72
845,27,20240117,1,0.5,26.0,3.47
846,27,20240118,1,0.39,13.96,0.0
847,27,20240119,1,0.5,15.54,1.16
848,27,20240121,1,0.55,3.72,0.0
849,27,20240128,1,0.35,79.85,0.0
850,27,20240130,1,0.59,6.81,1.68
851,27,20240201,1,0.51,1.0,0.0
852,27,20240204,0,0.0,22.74,2.84
853,27,20240215,1,0.44,27.11,0.0
854,27,20240218,2,0.93,68.83999999999999,4.99
855,27,20240224,1,0.57,15.74,1.28
856,27,20240225,1,0.31,5.23,0.0
857,27,20240226,2,0.88,156.72,0.0
858,27,20240227,1,0.33,37.87,0.0
859,27,20240306,1,0.36,3.74,3.38
860,27,20240307,1,0.45,88.46,0.0
861,27,20240311,1,0.54,10.11,4.35
862,27,20240316,1,0.35,37.72,1.26
863,27,20240317,1,0.46,116.73,0.0
864,27,20240320,0,0.0,20.52,2.64
865,27,20240322,1,0.45,114.43,0.0
866,27,20240324,0,0.0,40.03,0.0
867,27,20240329,1,0.53,10.58,4.53
868,28,20240103,1,0.52,13.06,3.69
869,28,20240104,0,0.0,31.36,0.0
870,28,20240111,1,0.37,11.48,0.0
871,28,20240112,2,1.03,40.900000000000006,0.0
872,28,20240115,0,0.0,6.75,0.0
873,28,20240116,0,0.0,2.42,0.0
874,28,20240117,2,0.92,99.44,3.51
875,28,20240121,1,0.34,61.44,0.0
876,28,20240122,1,0.5,32.91,3.68
877,28,20240125,0,0.0,65.96,0.0
878,28,20240127,1,0.36,42.66,3.42
879,28,20240129,1,0.59,14.38,3.58
880,28,20240131,0,0.0,5.38,3.88
881,28,20240201,1,0.35,15.92,0.0
882,28,20240202,1,0.5,6.9,0.0
883,28,20240205,1,0.4,1.97,1.97
884,28,20240206,1,0.35,18.84,2.71
885,28,20240207,1,0.31,1.84,0.0
886,28,20240208,1,0.47,13.97,1.41
887,28,20240209,0,0.0,34.61,5.3
888,28,20240212,1,0.59,30.0,0.0
889,28,20240217,1,0.48,40.04,0.0
890,28,20240218,0,0.0,0.45,3.87
891,28,20240222,2,0.98,61.1,4.77
892,28,20240227,1,0.51,30.75,0.0
893,28,20240229,2,0.93,5.16,7.66
894,28,20240301,2,0.65,63.370000000000005,1.14
895,28,20240305,1,0.59,36.16,0.0
896,28,20240307,1,0.46,41.73,0.0
897,28,20240309,1,0.33,3.85,1.86
898,28,20240310,0,0.0,13.88,0.0
899,28,20240311,0,0.0,14.12,0.0
900,28,20240312,2,0.87,47.67,9.49
901,28,20240315,1,0.34,53.12,0.0
902,28,20240316,0,0.0,10.72,0.0
903,28,20240317,1,0.42,54.76,4.74
904,28,20240325,3,1.06,95.07,0.0
905,28,20240326,1,0.54,6.06,0.0
906,28,20240327,1,0.33,28.03,1.18
907,29,20240102,1,0.5,74.39,1.32
908,29,20240103,1,0.31,41.23,0.0
909,29,20240105,1,0.39,11.04,4.24
910,29,20240108,1,0.57,1.29,0.0
911,29,20240110,1,0.3,13.98,0.0
912,29,20240114,2,1.09,33.55,0.0
913,29,20240118,1,0.48,17.35,0.0
914,29,20240119,1,0.56,55.43,2.32
915,29,20240201,1,0.53,79.38,0.0
916,29,20240203,1,0.49,5.68,1.51
917,29,20240206,1,0.56,27.49,0.0
918,29,20240207,0,0.0,40.96,3.46
919,29,20240208,0,0.0,6.13,2.88
920,29,20240209,1,0.35,22.28,0.0
921,29,20240210,1,0.51,20.67,0.0
922,29,20240213,0,0.0,19.24,3.84
923,29,20240214,1,0.38,1.89,1.93
924,29,20240217,1,0.54,11.47,0.0
925,29,20240221,1,0.5,11.01,4.46
926,29,20240223,1,0.51,7.66,0.0
927,29,20240227,0,0.0,3.6,0.0
928,29,20240303,0,0.0,13.0,4.2
929,29,20240306,0,0.0,10.16,2.5
930,29,20240312,1,0.47,0.48,0.0
931,29,20240313,0,0.0,27.89,3.75
932,29,20240314,1,0.52,1.95,0.0
933,29,20240316,1,0.42,4.31,0.0
934,29,20240318,1,0.48,21.49,3.41
935,29,20240319,1,0.39,10.66,3.46
936,29,20240320,1,0.45,5.33,0.0
937,29,20240321,1,0.41,19.74,3.74
938,29,20240325,1,0.41,21.53,0.0
939,29,20240328,1,0.44,26.36,0.0
940,29,20240329,1,0.32,48.02,5.699999999999999
941,29,20240330,0,0.0,33.54,3.91
942,30,20240102,1,0.56,6.44,0.0
943,30,20240103,0,0.0,5.33,2.7
944,30,20240107,0,0.0,17.67,4.64
945,30,20240108,2,0.68,125.84,4.23
946,30,20240110,2,0.94,3.38,5.95
947,30,20240114,1,0.49,8.43,1.95
948,30,20240116,1,0.4,5.91,2.88
949,30,20240117,0,0.0,10.79,0.0
950,30,20240118,1,0.5,7.78,0.0
951,30,20240123,1,0.33,40.07,0.0
952,30,20240124,1,0.59,1.96,2.69
953,30,20240128,1,0.47,9.42,0.0
954,30,20240131,0,0.0,21.76,0.0
955,30,20240203,0,0.0,7.89,0.0
956,30,20240211,1,0.34,120.37,0.0
957,30,20240216,2,0.98,77.14,1.33
958,30,20240222,1,0.47,25.27,0.0
959,30,20240223,1,0.6,16.48,4.83
960,30,20240227,1,0.48,32.8,3.19
961,30,20240228,1,0.37,28.96,0.0
962,30,20240302,1,0.53,8.55,3.82
963,30,20240309,2,1.17,25.82,0.0
964,30,20240310,0,0.0,17.77,3.48
965,30,20240312,0,0.0,4.93,1.69
966,30,20240313,1,0.42,0.47,0.0
967,30,20240314,0,0.0,0.18,0.0
968,30,20240316,1,0.3,8.57,1.92
969,30,20240318,1,0.49,27.12,5.3
970,30,20240319,1,0.31,1.81,0.0
971,30,20240322,1,0.45,30.810000000000002,0.0
972,30,20240325,1,0.44,40.84,3.78
973,30,20240326,1,0.54,10.14,0.0
974,31,20240101,1,0.49,5.58,2.92
975,31,20240102,0,0.0,12.08,0.0
976,31,20240112,1,0.35,29.09,0.0
977,31,20240120,1,0.38,140.7,0.0
978,31,20240121,0,0.0,13.28,0.0
979,31,20240123,1,0.56,137.82,0.0
980,31,20240127,1,0.46,59.91,0.0
981,31,20240128,2,1.16,38.99,0.0
982,31,20240203,1,0.38,3.22,0.0
983,31,20240204,1,0.46,22.98,0.0
984,31,20240207,1,0.33,0.61,1.26
985,31,20240208,2,0.82,23.240000000000002,0.0
986,31,20240212,1,0.5,13.65,0.0
987,31,20240223,1,0.45,15.26,2.17
988,31,20240227,1,0.55,35.43,2.12
989,31,20240228,1,0.35,15.11,0.0
990,31,20240229,1,0.51,23.12,2.08
991,31,20240301,1,0.36,26.23,3.95
992,31,20240304,0,0.0,4.88,0.0
993,31,20240309,1,0.33,8.86,0.0
994,31,20240310,3,0.91,32.85,3.72
995,31,20240315,1,0.44,44.67,0.0
996,31,20240316,1,0.57,2.36,0.0
997,31,20240317,1,0.51,8.33,0.0
998,31,20240323,1,0.56,54.3,2.32
999,31,20240331,0,0.0,38.75,3.8
1000,32,20240102,1,0.58,39.94,0.0
1001,32,20240103,0,0.0,1.81,0.0
1002,32,20240105,1,0.35,17.02,0.0
1003,32,20240108,1,0.49,18.94,0.0
1004,32,20240109,1,0.56,14.69,0.0
1005,32,20240112,1,0.32,12.94,0.0
1006,32,20240113,1,0.44,39.26,4.92
1007,32,20240114,1,0.31,91.84,0.0
1008,32,20240115,1,0.51,28.72,3.87
1009,32,20240116,1,0.39,89.34,0.0
1010,32,20240119,0,0.0,5.95,3.79
1011,32,20240122,1,0.34,71.12,0.0
1012,32,20240123,1,0.59,14.4,0.0
1013,32,20240124,1,0.55,11.68,1.56
1014,32,20240126,1,0.39,56.43,3.81
1015,32,20240128,1,0.5,25.99,0.0
1016,32,20240131,1,0.43,103.44999999999999,0.0
1017,32,20240208,1,0.35,34.73,0.0
1018,32,20240219,1,0.38,18.58,0.0
1019,32,20240222,1,0.43,0.05,4.28
1020,32,20240224,1,0.57,20.83,0.0
1021,32,20240225,1,0.33,56.44,1.68
1022,32,20240227,1,0.44,74.88,3.11
1023,32,20240229,1,0.47,67.2,0.0
1024,32,20240301,1,0.43,7.07,2.97
1025,32,20240305,0,0.0,35.21,0.0
1026,32,20240314,1,0.44,17.37,0.0
1027,32,20240316,1,0.38,21.31,1.91
1028,32,20240318,0,0.0,9.77,0.0
1029,32,20240320,2,1.0,82.59,0.0
1030,32,20240323,1,0.46,32.26,2.53
1031,32,20240324,1,0.47,33.43,0.0
1032,32,20240325,1,0.31,38.78,0.0
1033,32,20240327,1,0.47,6.7,0.0
1034,32,20240328,1,0.33,37.96,0.0
1035,32,20240330,2,1.17,56.0,0.0
1036,33,20240108,1,0.53,30.51,0.0
1037,33,20240109,1,0.39,6.37,0.0
1038,33,20240110,1,0.53,13.92,0.0
1039,33,20240112,0,0.0,11.36,4.71
1040,33,20240114,1,0.49,57.16,4.05
1041,33,20240116,1,0.58,3.62,0.0
1042,33,20240117,1,0.57,10.61,0.0
1043,33,20240118,1,0.35,43.9,4.72
1044,33,20240123,1,0.6,62.95,0.0
1045,33,20240131,1,0.37,19.51,1.27
1046,33,20240206,2,1.12,51.83,0.0
1047,33,20240209,1,0.33,34.72,0.0
1048,33,20240212,1,0.57,144.29999999999998,4.61
1049,33,20240215,1,0.48,9.06,0.0
1050,33,20240217,2,1.19,31.64,0.0
1051,33,20240226,1,0.34,23.63,3.43
1052,33,20240303,2,1.07,73.21,4.83
1053,33,20240306,1,0.33,28.94,0.0
1054,33,20240312,1,0.41,2.63,4.01
1055,33,20240313,0,0.0,2.48,0.0
1056,33,20240325,1,0.33,1.86,0.0
1057,33,20240328,1,0.3,46.5,0.0
1058,33,20240329,2,0.66,121.96000000000001,2.41
1059,33,20240331,1,0.47,7.28,0.0
1060,34,20240101,1,0.3,32.63,0.0
1061,34,20240102,1,0.47,33.57,0.0
1062,34,20240107,0,0.0,29.45,0.0
1063,34,20240108,2,1.11,6.69,0.0
1064,34,20240109,1,0.5,8.0,0.0
1065,34,20240110,1,0.37,1.98,1.25
1066,34,20240111,0,0.0,10.52,2.88
1067,34,20240113,1,0.48,4.75,0.0
1068,34,20240117,1,0.48,12.98,2.34
1069,34,20240119,1,0.35,13.02,0.0
1070,34,20240120,1,0.37,8.2,2.2
1071,34,20240121,1,0.34,13.97,4.57
1072,34,20240123,3,1.55,37.42,7.0
1073,34,20240125,1,0.39,61.75,2.55
1074,34,20240129,1,0.49,16.04,0.0
1075,34,20240130,2,0.78,67.16,0.0
1076,34,20240131,2,0.88,87.21,4.21
1077,34,20240204,1,0.52,0.58,1.23
1078,34,20240208,2,0.98,132.94,0.0
1079,34,20240212,1,0.42,57.150000000000006,5.65
1080,34,20240217,1,0.37,36.14,4.74
1081,34,20240220,1,0.46,25.29,0.0
1082,34,20240224,1,0.53,108.06,1.37
1083,34,20240227,3,1.15,78.62,1.26
1084,34,20240301,1,0.52,4.93,0.0
1085,34,20240305,1,0.37,16.07,0.0
1086,34,20240307,1,0.44,23.07,0.0
1087,34,20240310,2,0.64,88.17,0.0
1088,34,20240317,1,0.56,3.09,0.0
1089,34,20240318,1,0.42,2.0,0.0
1090,34,20240320,1,0.39,79.8,1.86
1091,34,20240322,1,0.43,3.43,0.0
1092,34,20240327,2,0.97,65.06,2.72
1093,34,20240330,0,0.0,59.21,0.0
1094,35,20240101,1,0.37,5.11,0.0
1095,35,20240108,0,0.0,54.9,4.49
1096,35,20240110,1,0.46,15.37,0.0
1097,35,20240111,1,0.5,32.77,0.0
1098,35,20240113,1,0.38,10.8,4.0
1099,35,20240114,1,0.45,11.81,0.0
1100,35,20240115,1,0.36,182.34,0.0
1101,35,20240117,2,0.67,91.47,1.41
1102,35,20240118,1,0.57,1.95,4.51
1103,35,20240122,0,0.0,8.65,3.39
1104,35,20240123,0,0.0,16.72,0.0
1105,35,20240124,2,0.8,92.0,1.49
1106,35,20240126,2,1.05,53.37,0.0
1107,35,20240128,1,0.56,0.34,0.0
1108,35,20240130,1,0.37,0.62,0.0
1109,35,20240131,1,0.5,58.57,4.06
1110,35,20240202,1,0.42,43.56,0.0
1111,35,20240204,1,0.59,13.74,4.2
1112,35,20240206,1,0.36,27.36,3.86
1113,35,20240207,1,0.48,0.41,0.0
1114,35,20240208,1,0.48,135.62,4.24
1115,35,20240213,1,0.57,8.38,3.51
1116,35,20240215,1,0.58,27.05,3.87
1117,35,20240217,1,0.5,30.66,0.0
1118,35,20240219,0,0.0,27.3,0.0
1119,35,20240225,1,0.6,14.27,0.0
1120,35,20240302,0,0.0,3.19,1.27
1121,35,20240313,3,1.76,52.39,0.0
1122,35,20240315,1,0.46,32.81,0.0
1123,35,20240318,1,0.47,0.67,0.0
1124,35,20240319,1,0.39,53.37,2.5
1125,35,20240320,0,0.0,17.49,0.0
1126,35,20240321,1,0.42,21.04,4.7
1127,35,20240322,1,0.31,10.8,0.0
1128,35,20240323,1,0.58,23.57,0.0
1129,35,20240328,0,0.0,5.46,0.0
1130,36,20240102,2,0.61,45.95,1.1
1131,36,20240104,0,0.0,13.1,0.0
1132,36,20240107,1,0.5,85.71000000000001,2.52
1133,36,20240114,1,0.3,4.81,0.0
1134,36,20240115,1,0.33,26.09,2.51
1135,36,20240116,1,0.48,111.08,3.59
1136,36,20240118,1,0.55,0.4,0.0
1137,36,20240120,1,0.31,88.44,0.0
1138,36,20240122,1,0.43,10.32,3.11
1139,36,20240123,1,0.53,52.92,1.39
1140,36,20240124,2,0.77,42.64,2.43
1141,36,20240203,1,0.45,34.82,2.5
1142,36,20240206,1,0.57,41.88,2.87
1143,36,20240212,1,0.38,15.64,0.0
1144,36,20240214,0,0.0,45.71,0.0
1145,36,20240218,1,0.38,8.56,4.49
1146,36,20240219,0,0.0,13.25,0.0
1147,36,20240220,1,0.57,27.98,0.0
1148,36,20240226,2,0.88,28.53,4.66
1149,36,20240228,1,0.37,15.72,0.0
1150,36,20240229,1,0.38,104.39,3.36
1151,36,20240305,0,0.0,21.77,0.0
1152,36,20240312,0,0.0,49.42,3.98
1153,36,20240313,1,0.58,5.34,2.88
1154,36,20240315,2,0.68,170.29999999999998,2.99
1155,36,20240317,2,0.61,6.13,2.16
1156,36,20240318,1,0.53,23.87,1.15
1157,36,20240322,1,0.57,14.54,0.0
1158,36,20240323,3,0.96,51.81,0.0
1159,36,20240324,1,0.47,19.94,3.15
1160,36,20240325,0,0.0,93.46,1.89
1161,36,20240326,1,0.46,3.29,0.0
1162,37,20240101,1,0.43,23.93,3.14
1163,37,20240102,2,1.19,57.39,4.78
1164,37,20240103,1,0.36,190.74,4.26
1165,37,20240109,0,0.0,9.44,0.0
1166,37,20240110,1,0.54,23.8,0.0
1167,37,20240122,2,1.09,28.61,0.0
1168,37,20240123,1,0.49,18.59,0.0
1169,37,20240125,1,0.48,39.15,1.05
1170,37,20240126,1,0.53,70.44,0.0
1171,37,20240130,1,0.3,8.31,2.66
1172,37,20240208,1,0.35,20.01,0.0
1173,37,20240210,1,0.3,1.66,4.95
1174,37,20240211,1,0.48,2.0,0.0
1175,37,20240212,1,0.54,2.78,3.16
1176,37,20240213,0,0.0,16.1,0.0
1177,37,20240215,1,0.49,24.85,4.93
1178,37,20240217,1,0.55,0.07,0.0
1179,37,20240219,1,0.58,6.02,1.18
1180,37,20240221,1,0.3,21.49,0.0
1181,37,20240222,1,0.54,17.54,0.0
1182,37,20240225,1,0.38,9.5,5.4399999999999995
1183,37,20240226,1,0.47,39.38,1.28
1184,37,20240227,1,0.32,4.16,0.0
1185,37,20240229,1,0.44,30.24,4.01
1186,37,20240301,1,0.47,7.8,0.0
1187,37,20240303,1,0.5,52.21,3.23
1188,37,20240308,1,0.54,18.42,3.27
1189,37,20240310,1,0.33,85.75,0.0
1190,37,20240316,1,0.5,10.02,0.0
1191,37,20240317,0,0.0,15.66,2.24
1192,37,20240322,1,0.43,120.23,0.0
1193,37,20240323,1,0.5,83.67,0.0
1194,37,20240325,1,0.56,22.55,4.65
1195,37,20240326,0,0.0,38.52,0.0
1196,37,20240328,1,0.55,18.37,0.0
1197,37,20240329,1,0.52,80.14,0.0
1198,37,20240330,1,0.57,96.23,0.0
1199,38,20240102,1,0.41,5.52,4.88
1200,38,20240118,1,0.38,44.169999999999995,9.0
1201,38,20240120,1,0.43,3.91,3.9
1202,38,20240121,2,0.79,9.77,0.0
1203,38,20240122,1,0.52,18.13,1.41
1204,38,20240128,1,0.33,13.9,2.17
1205,38,20240129,1,0.55,22.44,0.0
1206,38,20240131,0,0.0,69.60000000000001,0.0
1207,38,20240201,1,0.55,1.09,4.61
1208,38,20240204,1,0.55,22.08,0.0
1209,38,20240207,1,0.5,29.91,3.57
1210,38,20240208,1,0.49,13.04,0.0
1211,38,20240212,0,0.0,26.58,1.6
1212,38,20240216,1,0.35,26.31,2.28
1213,38,20240218,1,0.45,13.87,0.0
1214,38,20240219,0,0.0,97.97,0.0
1215,38,20240221,1,0.51,101.87,6.68
1216,38,20240223,0,0.0,11.17,0.0
1217,38,20240229,1,0.57,40.95,0.0
1218,38,20240304,1,0.49,26.31,0.0
1219,38,20240305,1,0.57,40.75,0.0
1220,38,20240309,1,0.4,5.51,2.91
1221,38,20240313,0,0.0,4.5,0.0
1222,38,20240315,1,0.51,11.36,0.0
1223,38,20240316,1,0.37,38.79,0.0
1224,38,20240317,1,0.54,29.369999999999997,3.34
1225,38,20240318,1,0.43,37.47,0.0
1226,38,20240319,0,0.0,18.57,0.0
1227,38,20240320,1,0.43,5.84,1.86
1228,38,20240326,1,0.48,19.47,0.0
1229,38,20240328,0,0.0,0.04,2.32
1230,38,20240329,1,0.4,0.85,0.0
1231,38,20240330,0,0.0,10.55,1.55
1232,39,20240102,1,0.53,2.6,0.0
1233,39,20240105,1,0.52,15.23,0.0
1234,39,20240107,1,0.33,29.55,3.74
1235,39,20240111,1,0.44,59.24,0.0
1236,39,20240118,0,0.0,35.96,0.0
1237,39,20240124,1,0.58,1.91,0.0
1238,39,20240128,1,0.56,7.03,1.72
1239,39,20240131,1,0.4,31.81,0.0
1240,39,20240201,1,0.56,10.59,0.0
1241,39,20240202,0,0.0,10.62,0.0
1242,39,20240204,0,0.0,48.31,0.0
1243,39,20240209,1,0.37,49.12,0.0
1244,39,20240211,1,0.35,50.97,4.85
1245,39,20240215,1,0.31,13.34,3.02
