trip_id,user_id,driver_id,product_id,city_id,request_date,request_date_id,pickup_date_id,dropoff_date_id,status,distance_km,surge_multiplier,fare,incentive_id,incentive_amount
271,74,30,3,1,2024-03-02,20240302,20240302,20240302,completed,2.69,1.06,8.55,1.0,3.82
272,17,39,1,10,2024-02-02,20240202,20240202,20240202,cancelled_user,3.0,1.18,10.62,,0.0
273,84,49,3,3,2024-01-18,20240118,20240118,20240118,completed,8.77,2.3,60.51,,0.0
274,69,12,1,1,2024-03-13,20240313,20240313,20240313,completed,0.52,1.85,2.89,2.0,1.67
275,34,41,1,2,2024-02-02,20240202,20240202,20240202,completed,6.09,2.07,37.82,1.0,2.58
276,6,47,2,8,2024-02-01,20240201,20240201,20240201,completed,2.06,2.26,13.97,,0.0
277,53,18,1,7,2024-03-01,20240301,20240301,20240301,cancelled_user,1.86,1.7,9.49,,0.0
278,194,21,1,2,2024-02-23,20240223,20240223,20240223,completed,13.48,2.14,86.54,,0.0
279,126,13,2,2,2024-01-17,20240117,20240117,20240117,completed,1.43,1.79,7.68,1.0,4.1
280,43,21,3,9,2024-01-19,20240119,20240119,20240119,completed,5.14,1.33,20.51,1.0,2.88
281,115,8,1,6,2024-03-31,20240331,20240331,20240331,completed,1.61,1.51,7.29,,0.0
282,111,46,2,5,2024-03-10,20240310,20240310,20240310,completed,3.54,1.74,18.48,,0.0
283,151,40,1,10,2024-02-03,20240203,20240203,20240203,completed,7.72,1.48,34.28,1.0,4.19
284,183,46,2,6,2024-03-24,20240324,20240324,20240324,cancelled_user,10.67,1.5,48.02,2.0,1.81
285,80,7,3,9,2024-01-25,20240125,20240125,20240125,completed,9.12,1.51,41.31,,0.0
286,95,23,3,7,2024-03-08,20240308,20240308,20240308,completed,4.36,1.18,15.43,,0.0
287,118,44,2,10,2024-03-14,20240314,20240314,20240314,completed,1.43,1.13,4.85,2.0,1.75
288,144,32,2,10,2024-03-14,20240314,20240314,20240314,completed,5.41,1.07,17.37,,0.0
289,8,11,2,9,2024-03-28,20240328,20240328,20240328,completed,6.19,1.17,21.73,,0.0
290,132,22,3,4,2024-03-25,20240325,20240325,20240325,completed,0.05,1.52,0.23,,0.0
291,104,22,1,2,2024-01-11,20240111,20240111,20240111,cancelled_user,2.89,1.89,16.39,2.0,1.74
292,132,43,3,8,2024-03-31,20240331,20240331,20240331,completed,9.27,1.28,35.6,2.0,4.82
293,184,25,2,4,2024-01-16,20240116,20240116,20240116,completed,3.36,2.33,23.49,,0.0
294,25,22,2,9,2024-03-30,20240330,20240330,20240330,completed,1.87,2.21,12.4,2.0,3.94
295,195,28,3,4,2024-03-01,20240301,20240301,20240301,cancelled_driver,10.27,1.78,54.84,,0.0
296,96,29,2,8,2024-03-20,20240320,20240320,20240320,completed,0.85,2.09,5.33,,0.0
297,195,13,3,9,2024-01-07,20240107,20240107,20240107,completed,1.16,1.55,5.39,2.0,2.77
298,155,18,2,9,2024-01-16,20240116,20240116,20240116,completed,5.81,1.06,18.48,,0.0
299,93,2,1,10,2024-01-16,20240116,20240116,20240116,completed,2.17,2.36,15.36,,0.0
300,160,29,1,4,2024-02-09,20240209,20240209,20240209,completed,6.24,1.19,22.28,,0.0
301,178,21,2,1,2024-01-12,20240112,20240112,20240112,cancelled_user,0.86,2.42,6.24,1.0,2.93
302,61,15,3,3,2024-02-04,20240204,20240204,20240204,completed,1.45,1.86,8.09,,0.0
303,122,27,1,9,2024-01-21,20240121,20240121,20240121,completed,0.85,1.46,3.72,,0.0
304,51,50,3,4,2024-02-19,20240219,20240219,20240219,completed,15.28,1.74,79.76,,0.0
305,147,31,2,5,2024-02-12,20240212,20240212,20240212,completed,2.6,1.75,13.65,,0.0
306,21,15,3,7,2024-01-17,20240117,20240117,20240117,completed,2.06,1.03,6.37,,0.0
307,5,23,1,5,2024-02-01,20240201,20240201,20240201,completed,0.07,1.53,0.32,,0.0
308,92,24,3,4,2024-02-10,20240210,20240210,20240210,completed,0.83,2.11,5.25,,0.0
309,170,44,3,2,2024-01-06,20240106,20240106,20240106,completed,2.73,1.77,14.5,2.0,4.93
310,61,13,2,2,2024-03-28,20240328,20240328,20240328,completed,0.35,1.37,1.44,,0.0
311,22,22,2,4,2024-01-27,20240127,20240127,20240127,completed,3.57,1.5,16.06,,0.0
312,149,43,2,10,2024-01-20,20240120,20240120,20240120,cancelled_user,3.03,2.29,20.82,1.0,1.3
313,70,37,1,10,2024-01-25,20240125,20240125,20240125,completed,7.29,1.79,39.15,1.0,1.05
314,1,33,1,9,2024-03-06,20240306,20240306,20240306,completed,5.39,1.79,28.94,,0.0
315,133,3,2,8,2024-01-09,20240109,20240109,20240109,cancelled_user,2.95,2.44,21.59,,0.0
316,12,19,2,3,2024-02-22,20240222,20240222,20240222,completed,1.27,1.48,5.64,,0.0
317,90,23,1,9,2024-03-01,20240301,20240301,20240301,cancelled_user,6.49,1.72,33.49,1.0,1.01
318,46,29,1,5,2024-02-07,20240207,20240207,20240207,cancelled_driver,6.15,2.22,40.96,1.0,3.46
319,34,30,1,3,2024-01-03,20240103,20240103,20240103,cancelled_user,0.83,2.14,5.33,1.0,2.7
320,177,39,1,5,2024-03-24,20240324,20240324,20240324,cancelled_user,12.31,1.4,51.7,,0.0
321,78,44,2,10,2024-03-10,20240310,20240310,20240310,completed,0.33,1.23,1.22,,0.0
322,45,47,1,4,2024-02-24,20240224,20240224,20240224,completed,0.28,2.05,1.72,2.0,3.28
323,155,25,2,8,2024-01-01,20240101,20240101,20240101,completed,1.04,1.39,4.34,1.0,3.63
324,73,37,3,5,2024-03-10,20240310,20240310,20240310,completed,12.01,2.38,85.75,,0.0
325,26,47,3,10,2024-02-14,20240214,20240214,20240214,completed,3.67,1.19,13.1,,0.0
326,47,8,1,8,2024-02-16,20240216,20240216,20240216,completed,7.75,1.48,34.41,1.0,1.45
327,121,42,3,9,2024-03-19,20240319,20240319,20240319,completed,1.29,1.08,4.18,,0.0
328,56,16,3,4,2024-01-26,20240126,20240126,20240126,cancelled_user,3.37,2.05,20.73,1.0,1.18
329,94,8,3,7,2024-01-14,20240114,20240114,20240114,cancelled_user,2.22,2.34,15.58,,0.0
330,107,1,1,2,2024-02-23,20240223,20240223,20240223,cancelled_user,8.8,1.95,51.48,,0.0
331,63,44,1,6,2024-03-11,20240311,20240311,20240311,completed,0.11,2.41,0.8,,0.0
332,48,5,3,8,2024-02-15,20240215,20240215,20240215,cancelled_user,1.4,1.19,5.0,2.0,3.56
333,61,3,2,7,2024-01-31,20240131,20240131,20240131,cancelled_user,0.83,1.13,2.81,2.0,2.91
334,81,1,3,7,2024-03-28,20240328,20240328,20240328,completed,9.8,2.26,66.44,,0.0
335,26,4,1,8,2024-02-28,20240228,20240228,20240228,completed,3.15,2.28,21.55,2.0,3.87
336,36,40,1,7,2024-01-29,20240129,20240129,20240129,cancelled_user,2.59,2.25,17.48,,0.0
337,1,35,1,5,2024-01-17,20240117,20240117,20240117,cancelled_user,2.98,2.2,19.67,,0.0
338,8,32,3,7,2024-01-14,20240114,20240114,20240114,completed,17.86,1.54,82.51,,0.0
339,113,42,2,10,2024-02-05,20240205,20240205,20240205,completed,9.49,1.33,37.87,,0.0
340,99,34,1,3,2024-02-27,20240227,20240227,20240227,completed,6.13,2.39,43.95,,0.0
341,180,43,1,5,2024-01-24,20240124,20240124,20240124,completed,1.72,1.46,7.53,,0.0
342,47,25,3,7,2024-03-03,20240303,20240303,20240303,cancelled_user,0.9,1.6,4.32,2.0,2.85
343,127,10,2,9,2024-03-31,20240331,20240331,20240331,cancelled_driver,12.72,2.05,78.23,2.0,2.71
344,56,21,3,2,2024-01-25,20240125,20240125,20240125,completed,2.75,1.44,11.88,1.0,3.13
345,14,46,1,4,2024-02-28,20240228,20240228,20240228,completed,1.63,2.23,10.9,1.0,2.09
346,28,39,2,7,2024-02-01,20240201,20240201,20240201,completed,3.18,1.11,10.59,,0.0
347,78,27,2,1,2024-03-22,20240322,20240322,20240322,completed,12.5,2.19,82.12,,0.0
348,130,27,1,2,2024-01-18,20240118,20240118,20240118,completed,2.45,1.9,13.96,,0.0
349,109,2,2,9,2024-02-06,20240206,20240206,20240206,completed,4.14,1.86,23.1,,0.0
350,154,41,2,10,2024-01-26,20240126,20240126,20240126,completed,8.12,1.69,41.17,,0.0
351,14,48,3,7,2024-01-09,20240109,20240109,20240109,completed,2.79,1.42,11.89,,0.0
352,187,13,1,10,2024-03-04,20240304,20240304,20240304,completed,1.33,1.7,6.78,1.0,3.5
353,56,9,1,7,2024-03-12,20240312,20240312,20240312,completed,26.04,1.68,131.24,,0.0
354,115,36,1,6,2024-01-20,20240120,20240120,20240120,completed,15.68,1.88,88.44,,0.0
355,7,22,1,3,2024-02-23,20240223,20240223,20240223,completed,9.27,1.42,39.49,,0.0
356,3,42,1,10,2024-03-26,20240326,20240326,20240326,completed,5.83,1.12,19.59,1.0,1.45
357,111,26,2,3,2024-03-23,20240323,20240323,20240323,cancelled_user,1.75,1.22,6.4,,0.0
358,151,12,3,2,2024-01-30,20240130,20240130,20240130,cancelled_user,12.23,2.05,75.21,,0.0
359,107,17,1,6,2024-02-22,20240222,20240222,20240222,cancelled_user,1.61,1.03,4.97,,0.0
360,18,14,3,4,2024-03-03,20240303,20240303,20240303,cancelled_user,8.07,2.28,55.2,,0.0
361,38,14,3,5,2024-01-11,20240111,20240111,20240111,completed,12.52,2.04,76.62,,0.0
362,115,34,2,3,2024-01-31,20240131,20240131,20240131,completed,4.62,2.15,29.8,2.0,1.66
363,15,20,1,6,2024-02-18,20240218,20240218,20240218,completed,8.12,2.25,54.81,2.0,2.62
364,192,11,2,3,2024-03-27,20240327,20240327,20240327,cancelled_user,7.84,1.18,27.75,,0.0
365,119,16,1,8,2024-01-19,20240119,20240119,20240119,cancelled_driver,1.07,2.23,7.16,1.0,1.66
366,28,31,2,9,2024-01-12,20240112,20240112,20240112,completed,5.51,1.76,29.09,,0.0
367,39,6,3,4,2024-01-15,20240115,20240115,20240115,completed,0.49,2.33,3.43,,0.0
368,185,19,1,9,2024-01-31,20240131,20240131,20240131,completed,3.54,2.33,24.74,2.0,2.66
369,17,37,3,7,2024-02-12,20240212,20240212,20240212,completed,0.89,1.04,2.78,1.0,3.16
370,86,4,3,3,2024-02-06,20240206,20240206,20240206,completed,2.69,1.57,12.67,2.0,3.31
371,126,47,2,7,2024-03-19,20240319,20240319,20240319,completed,8.95,1.79,48.06,2.0,3.41
372,44,4,1,1,2024-01-29,20240129,20240129,20240129,completed,21.78,2.02,131.99,,0.0
373,25,20,3,3,2024-01-26,20240126,20240126,20240126,completed,1.91,1.43,8.19,,0.0
374,145,10,2,6,2024-01-02,20240102,20240102,20240102,completed,3.8,1.38,15.73,,0.0
375,13,24,1,4,2024-03-24,20240324,20240324,20240324,completed,3.58,1.57,16.86,1.0,1.15
376,25,35,1,7,2024-01-15,20240115,20240115,20240115,cancelled_user,15.44,1.75,81.06,,0.0
377,68,26,3,3,2024-01-04,20240104,20240104,20240104,completed,3.26,2.43,23.77,2.0,4.35
378,138,37,1,1,2024-03-26,20240326,20240326,20240326,cancelled_user,6.0,2.14,38.52,,0.0
379,67,38,3,9,2024-02-19,20240219,20240219,20240219,cancelled_user,12.74,1.64,62.68,,0.0
380,109,21,1,6,2024-02-07,20240207,20240207,20240207,completed,2.34,1.08,7.58,,0.0
381,146,40,2,8,2024-01-23,20240123,20240123,20240123,completed,11.62,1.25,43.58,,0.0
382,111,39,3,3,2024-02-28,20240228,20240228,20240228,completed,12.47,1.68,62.85,2.0,4.23
383,111,21,3,8,2024-03-30,20240330,20240330,20240330,completed,13.34,2.22,88.84,2.0,2.44
384,34,10,1,2,2024-03-15,20240315,20240315,20240315,cancelled_user,1.58,1.57,7.44,,0.0
385,111,38,1,4,2024-01-28,20240128,20240128,20240128,completed,2.56,1.81,13.9,2.0,2.17
386,8,46,3,3,2024-03-06,20240306,20240306,20240306,cancelled_user,10.22,2.34,71.74,1.0,3.39
387,168,4,1,10,2024-01-08,20240108,20240108,20240108,completed,2.22,2.37,15.78,1.0,3.87
388,113,45,2,1,2024-01-29,20240129,20240129,20240129,completed,4.58,1.32,18.14,2.0,2.79
389,83,20,1,7,2024-01-11,20240111,20240111,20240111,completed,0.63,1.07,2.02,,0.0
390,42,17,2,10,2024-01-18,20240118,20240118,20240118,completed,0.29,1.46,1.27,,0.0
391,169,7,2,2,2024-02-24,20240224,20240224,20240224,completed,2.66,2.04,16.28,2.0,1.58
392,101,4,2,4,2024-02-19,20240219,20240219,20240219,cancelled_user,4.32,2.43,31.49,1.0,3.49
393,6,29,2,9,2024-01-14,20240114,20240114,20240114,completed,2.49,1.12,8.37,,0.0
394,180,14,2,6,2024-03-14,20240314,20240314,20240314,completed,4.31,1.04,13.45,,0.0
395,26,3,1,8,2024-01-09,20240109,20240109,20240109,completed,3.62,2.33,25.3,,0.0
396,64,24,2,2,2024-01-11,20240111,20240111,20240111,completed,5.79,2.12,36.82,,0.0
397,187,37,1,7,2024-03-03,20240303,20240303,20240303,cancelled_driver,5.24,2.49,39.14,,0.0
398,184,16,2,6,2024-03-16,20240316,20240316,20240316,cancelled_driver,2.76,1.6,13.25,,0.0
399,59,4,3,9,2024-03-07,20240307,20240307,20240307,completed,2.77,1.62,13.46,,0.0
400,109,24,2,7,2024-02-22,20240222,20240222,20240222,cancelled_user,0.76,1.26,2.87,1.0,4.96
401,198,34,3,1,2024-02-08,20240208,20240208,20240208,completed,3.6,1.17,12.64,,0.0
402,121,30,2,8,2024-03-18,20240318,20240318,20240318,completed,4.42,1.87,24.8,1.0,2.11
403,33,18,2,10,2024-02-25,20240225,20240225,20240225,completed,3.24,1.55,15.07,,0.0
404,181,19,2,3,2024-01-28,20240128,20240128,20240128,cancelled_user,1.97,1.12,6.62,,0.0
405,150,31,3,2,2024-03-15,20240315,20240315,20240315,completed,6.39,2.33,44.67,,0.0
406,21,19,3,3,2024-02-08,20240208,20240208,20240208,completed,0.39,1.3,1.52,1.0,3.36
407,198,49,2,6,2024-01-25,20240125,20240125,20240125,completed,12.29,2.12,78.16,,0.0
408,70,46,1,3,2024-01-21,20240121,20240121,20240121,completed,0.1,1.42,0.43,2.0,4.94
409,112,19,2,10,2024-01-10,20240110,20240110,20240110,completed,16.4,2.22,109.22,2.0,2.86
410,4,22,3,5,2024-02-12,20240212,20240212,20240212,completed,3.1,1.18,10.97,2.0,3.39
411,94,24,2,6,2024-01-15,20240115,20240115,20240115,completed,2.66,2.13,17.0,1.0,1.64
412,75,45,3,8,2024-03-23,20240323,20240323,20240323,completed,1.48,1.15,5.11,,0.0
413,190,12,3,7,2024-02-17,20240217,20240217,20240217,completed,0.05,1.67,0.25,,0.0
414,62,30,3,8,2024-03-26,20240326,20240326,20240326,completed,1.61,2.1,10.14,,0.0
415,94,38,2,3,2024-01-21,20240121,20240121,20240121,completed,0.58,1.26,2.19,,0.0
416,95,31,3,4,2024-02-29,20240229,20240229,20240229,completed,5.39,1.43,23.12,2.0,2.08
417,152,36,3,6,2024-02-19,20240219,20240219,20240219,cancelled_user,1.92,2.3,13.25,,0.0
418,55,19,2,7,2024-01-23,20240123,20240123,20240123,completed,7.29,2.33,50.96,,0.0
419,137,48,3,9,2024-01-13,20240113,20240113,20240113,completed,1.16,1.07,3.72,,0.0
420,131,45,2,1,2024-03-09,20240309,20240309,20240309,completed,11.52,1.25,43.2,,0.0
421,31,36,3,8,2024-01-04,20240104,20240104,20240104,cancelled_user,3.7,1.18,13.1,,0.0
422,40,30,1,8,2024-03-18,20240318,20240318,20240318,cancelled_user,0.61,1.27,2.32,2.0,3.19
423,36,49,1,6,2024-03-12,20240312,20240312,20240312,completed,2.56,2.46,18.89,2.0,1.05
424,152,33,3,4,2024-01-09,20240109,20240109,20240109,completed,1.16,1.83,6.37,,0.0
425,6,18,1,3,2024-02-04,20240204,20240204,20240204,completed,1.11,1.7,5.66,1.0,3.79
426,66,49,2,3,2024-01-21,20240121,20240121,20240121,completed,3.53,2.48,26.26,,0.0
427,75,28,1,6,2024-02-27,20240227,20240227,20240227,completed,5.57,1.84,30.75,,0.0
428,4,47,3,8,2024-01-18,20240118,20240118,20240118,completed,12.13,1.99,72.42,,0.0
429,79,11,3,7,2024-03-12,20240312,20240312,20240312,completed,3.49,1.5,15.71,,0.0
430,134,45,2,1,2024-03-21,20240321,20240321,20240321,completed,16.88,1.57,79.5,2.0,1.43
431,118,33,3,6,2024-02-12,20240212,20240212,20240212,completed,14.21,1.89,80.57,,0.0
432,113,17,2,7,2024-01-06,20240106,20240106,20240106,completed,10.01,1.1,33.03,,0.0
433,94,6,1,7,2024-03-26,20240326,20240326,20240326,completed,3.47,1.38,14.37,,0.0
434,179,4,1,9,2024-03-18,20240318,20240318,20240318,completed,0.76,1.3,2.96,,0.0
435,62,20,2,10,2024-03-07,20240307,20240307,20240307,completed,1.23,1.02,3.76,1.0,1.93
436,185,48,2,5,2024-01-12,20240112,20240112,20240112,completed,5.22,1.81,28.34,,0.0
437,194,47,3,1,2024-01-12,20240112,20240112,20240112,completed,2.74,1.84,15.12,2.0,4.17
438,79,27,1,2,2024-03-06,20240306,20240306,20240306,completed,0.79,1.58,3.74,2.0,3.38
439,136,15,2,4,2024-01-02,20240102,20240102,20240102,completed,3.26,1.4,13.69,2.0,3.06
440,26,6,1,5,2024-01-15,20240115,20240115,20240115,completed,0.09,1.98,0.53,2.0,1.14
441,179,47,2,9,2024-01-23,20240123,20240123,20240123,completed,6.62,1.2,23.83,2.0,3.61
442,173,14,1,1,2024-01-29,20240129,20240129,20240129,completed,0.38,1.78,2.03,,0.0
443,44,11,3,3,2024-03-21,20240321,20240321,20240321,completed,4.96,2.15,31.99,,0.0
444,133,39,1,5,2024-01-07,20240107,20240107,20240107,completed,7.88,1.25,29.55,1.0,3.74
445,70,9,1,3,2024-01-28,20240128,20240128,20240128,completed,0.71,2.13,4.54,1.0,3.83
446,154,26,1,4,2024-01-14,20240114,20240114,20240114,completed,3.66,2.14,23.5,,0.0
447,118,16,1,3,2024-02-13,20240213,20240213,20240213,completed,7.55,1.09,24.69,2.0,4.52
448,68,5,1,4,2024-01-30,20240130,20240130,20240130,completed,1.51,1.03,4.67,1.0,3.15
449,19,10,3,1,2024-03-21,20240321,20240321,20240321,cancelled_user,0.89,2.46,6.57,,0.0
450,20,50,2,8,2024-02-01,20240201,20240201,20240201,completed,2.05,1.29,7.93,,0.0
451,113,3,1,4,2024-03-10,20240310,20240310,20240310,completed,4.05,2.23,27.09,2.0,4.02
452,140,13,3,7,2024-03-28,20240328,20240328,20240328,completed,4.28,1.84,23.63,,0.0
453,47,43,1,2,2024-01-06,20240106,20240106,20240106,completed,0.7,1.4,2.94,,0.0
454,1,49,1,2,2024-01-27,20240127,20240127,20240127,cancelled_user,3.06,1.19,10.92,1.0,2.62
455,90,30,2,6,2024-03-22,20240322,20240322,20240322,completed,1.56,1.75,8.19,,0.0
456,142,45,1,2,2024-03-28,20240328,20240328,20240328,cancelled_driver,9.23,1.61,44.58,,0.0
457,64,6,3,6,2024-01-24,20240124,20240124,20240124,completed,1.88,2.05,11.56,2.0,2.53
458,38,17,3,2,2024-02-03,20240203,20240203,20240203,completed,9.12,2.36,64.57,2.0,2.9
459,37,45,2,4,2024-02-09,20240209,20240209,20240209,cancelled_user,2.8,2.21,18.56,1.0,3.4
460,126,19,1,7,2024-02-16,20240216,20240216,20240216,completed,6.48,1.41,27.41,,0.0
461,139,42,3,8,2024-03-19,20240319,20240319,20240319,completed,3.57,2.32,24.85,1.0,1.16
462,100,35,1,3,2024-03-15,20240315,20240315,20240315,completed,4.86,2.25,32.81,,0.0
463,77,46,1,9,2024-03-26,20240326,20240326,20240326,completed,2.52,2.39,18.07,1.0,4.8
464,3,26,1,2,2024-01-24,20240124,20240124,20240124,completed,7.31,1.69,37.06,,0.0
465,161,5,2,8,2024-03-05,20240305,20240305,20240305,completed,2.77,2.15,17.87,,0.0
466,134,29,1,8,2024-01-18,20240118,20240118,20240118,completed,3.06,1.89,17.35,,0.0
467,178,37,3,4,2024-02-13,20240213,20240213,20240213,cancelled_user,3.65,1.47,16.1,,0.0
468,10,20,1,1,2024-03-16,20240316,20240316,20240316,cancelled_driver,8.91,2.49,66.56,,0.0
469,5,49,3,1,2024-02-26,20240226,20240226,20240226,completed,5.38,1.06,17.11,,0.0
470,151,21,1,2,2024-01-28,20240128,20240128,20240128,completed,2.15,1.24,8.0,2.0,1.58
471,138,10,3,9,2024-03-11,20240311,20240311,20240311,completed,5.55,2.34,38.96,,0.0
472,172,5,3,2,2024-01-23,20240123,20240123,20240123,completed,5.14,1.09,16.81,,0.0
473,130,36,1,2,2024-03-25,20240325,20240325,20240325,cancelled_user,13.37,2.33,93.46,1.0,1.89
474,13,6,1,6,2024-02-03,20240203,20240203,20240203,completed,9.21,2.07,57.19,2.0,1.35
475,168,26,3,7,2024-01-11,20240111,20240111,20240111,completed,5.21,1.06,16.57,,0.0
476,130,4,2,7,2024-03-26,20240326,20240326,20240326,cancelled_user,2.09,1.64,10.28,,0.0
477,84,39,1,9,2024-02-04,20240204,20240204,20240204,cancelled_user,7.56,2.13,48.31,,0.0
478,65,39,2,6,2024-02-11,20240211,20240211,20240211,completed,4.28,1.87,24.01,2.0,4.85
479,63,50,1,8,2024-01-28,20240128,20240128,20240128,completed,21.09,2.4,151.85,1.0,1.61
480,101,35,1,6,2024-03-22,20240322,20240322,20240322,completed,1.42,2.3,9.8,,0.0
481,73,1,1,2,2024-03-18,20240318,20240318,20240318,cancelled_driver,0.42,1.5,1.89,1.0,3.62
482,17,24,1,1,2024-03-22,20240322,20240322,20240322,completed,0.36,1.13,1.22,1.0,2.82
483,9,36,2,5,2024-01-24,20240124,20240124,20240124,completed,5.11,2.42,37.1,,0.0
484,143,6,1,9,2024-01-08,20240108,20240108,20240108,completed,14.01,1.78,74.81,,0.0
485,152,41,3,8,2024-02-22,20240222,20240222,20240222,completed,0.01,1.11,0.03,,0.0
486,38,46,3,4,2024-03-12,20240312,20240312,20240312,completed,6.47,2.22,43.09,,0.0
487,163,44,2,5,2024-01-04,20240104,20240104,20240104,cancelled_user,5.35,2.3,36.91,1.0,3.67
488,94,31,1,5,2024-03-31,20240331,20240331,20240331,cancelled_user,6.59,1.96,38.75,2.0,3.8
489,95,20,3,6,2024-01-05,20240105,20240105,20240105,cancelled_driver,2.2,1.67,11.02,2.0,4.59
490,49,24,2,3,2024-02-18,20240218,20240218,20240218,completed,8.59,1.99,51.28,,0.0
491,69,25,1,5,2024-01-30,20240130,20240130,20240130,completed,0.23,2.06,1.42,,0.0
492,62,36,3,2,2024-03-12,20240312,20240312,20240312,cancelled_user,7.04,2.34,49.42,1.0,3.98
493,188,21,3,10,2024-03-03,20240303,20240303,20240303,completed,1.55,2.43,11.3,,0.0
494,178,30,2,1,2024-02-16,20240216,20240216,20240216,completed,3.24,1.77,17.2,2.0,1.33
495,78,24,1,1,2024-01-26,20240126,20240126,20240126,completed,8.65,2.2,57.09,,0.0
496,117,44,1,10,2024-02-26,20240226,20240226,20240226,cancelled_user,1.58,2.45,11.61,,0.0
497,120,42,3,7,2024-02-06,20240206,20240206,20240206,completed,1.02,1.23,3.76,2.0,3.87
498,137,30,3,2,2024-01-07,20240107,20240107,20240107,cancelled_user,5.72,1.03,17.67,2.0,4.64
499,162,22,3,4,2024-02-09,20240209,20240209,20240209,completed,3.81,2.3,26.29,2.0,2.39
500,76,28,1,5,2024-02-08,20240208,20240208,20240208,completed,3.61,1.29,13.97,2.0,1.41
501,35,7,2,7,2024-03-02,20240302,20240302,20240302,completed,1.48,1.06,4.71,1.0,1.93
502,1,35,2,2,2024-03-18,20240318,20240318,20240318,completed,0.18,1.24,0.67,,0.0
503,40,28,1,6,2024-02-22,20240222,20240222,20240222,completed,2.64,1.58,12.51,2.0,4.77
504,64,14,2,1,2024-01-04,20240104,20240104,20240104,cancelled_user,0.56,1.33,2.23,,0.0
505,150,10,3,7,2024-03-22,20240322,20240322,20240322,completed,11.82,1.46,51.77,2.0,1.45
506,60,16,2,9,2024-01-25,20240125,20240125,20240125,completed,0.21,2.46,1.55,2.0,3.51
507,64,16,2,5,2024-01-07,20240107,20240107,20240107,completed,2.83,2.06,17.49,2.0,3.93
508,93,31,2,5,2024-01-28,20240128,20240128,20240128,completed,0.27,2.07,1.68,,0.0
509,72,42,3,4,2024-03-09,20240309,20240309,20240309,completed,0.5,1.14,1.71,,0.0
510,11,25,1,3,2024-03-07,20240307,20240307,20240307,completed,5.38,2.1,33.89,,0.0
511,105,13,3,9,2024-01-20,20240120,20240120,20240120,cancelled_user,5.21,2.11,32.98,,0.0
512,14,6,1,5,2024-03-23,20240323,20240323,20240323,completed,0.17,1.99,1.01,,0.0
513,60,44,1,8,2024-01-11,20240111,20240111,20240111,completed,0.01,1.34,0.04,,0.0
514,30,9,1,9,2024-03-07,20240307,20240307,20240307,completed,0.41,1.63,2.0,1.0,4.52
515,35,45,2,5,2024-03-27,20240327,20240327,20240327,completed,7.2,2.27,49.03,,0.0
516,165,36,2,10,2024-01-07,20240107,20240107,20240107,cancelled_driver,4.39,2.01,26.47,,0.0
517,5,43,1,9,2024-01-23,20240123,20240123,20240123,completed,0.19,2.1,1.2,,0.0
518,83,20,1,2,2024-03-01,20240301,20240301,20240301,cancelled_user,3.35,1.88,18.89,1.0,3.76
519,123,18,2,9,2024-03-11,20240311,20240311,20240311,completed,6.22,1.67,31.16,,0.0
520,78,43,3,4,2024-02-03,20240203,20240203,20240203,completed,10.16,2.14,65.23,1.0,3.46
521,154,21,1,6,2024-01-19,20240119,20240119,20240119,cancelled_user,13.59,1.1,44.85,2.0,4.48
522,62,4,3,6,2024-02-27,20240227,20240227,20240227,completed,1.98,2.01,11.94,,0.0
523,132,50,2,6,2024-01-09,20240109,20240109,20240109,completed,0.73,2.5,5.48,,0.0
524,89,33,1,2,2024-02-17,20240217,20240217,20240217,completed,1.35,2.17,8.79,,0.0
525,42,27,3,7,2024-03-22,20240322,20240322,20240322,cancelled_user,7.48,1.44,32.31,,0.0
526,89,7,3,6,2024-02-10,20240210,20240210,20240210,completed,17.79,1.42,75.79,1.0,4.28
527,146,6,3,1,2024-02-17,20240217,20240217,20240217,completed,3.14,2.0,18.84,1.0,1.71
528,40,15,2,2,2024-02-14,20240214,20240214,20240214,completed,1.82,2.34,12.78,,0.0
529,72,18,2,7,2024-01-25,20240125,20240125,20240125,completed,2.8,1.87,15.71,2.0,1.11
530,39,32,3,1,2024-03-18,20240318,20240318,20240318,cancelled_driver,1.82,1.79,9.77,,0.0
531,104,11,3,1,2024-01-25,20240125,20240125,20240125,completed,1.48,1.24,5.51,2.0,4.84
532,14,20,2,1,2024-01-19,20240119,20240119,20240119,completed,4.5,2.07,27.94,,0.0
533,32,24,3,8,2024-02-08,20240208,20240208,20240208,cancelled_user,0.08,2.05,0.49,,0.0
534,179,15,3,4,2024-03-19,20240319,20240319,20240319,completed,1.5,2.45,11.02,2.0,3.33
535,125,48,2,4,2024-03-20,20240320,20240320,20240320,completed,5.41,1.45,23.53,,0.0
536,166,7,3,2,2024-01-27,20240127,20240127,20240127,completed,0.16,2.13,1.02,,0.0
537,97,21,3,1,2024-03-14,20240314,20240314,20240314,completed,0.43,1.65,2.13,,0.0
538,23,42,3,10,2024-03-03,20240303,20240303,20240303,completed,1.74,1.84,9.6,,0.0
539,63,26,2,9,2024-03-08,20240308,20240308,20240308,completed,10.51,2.22,70.0,2.0,3.91
540,143,44,3,7,2024-01-19,20240119,20240119,20240119,completed,7.24,1.33,28.89,,0.0
541,153,14,2,4,2024-01-28,20240128,20240128,20240128,completed,0.11,1.51,0.5,1.0,2.53
